text,label
"Özlem Türeci ve Uğur Şahin’in tıp doktoru olmadığı
Covid-19 aşısını geliştiren Özlem Türeci ile Uğur Şahin tıp fakültesinden mezun olmuşlar. İki isimden tüm resmi ve güvenilir kaynaklarda tıp doktoru diye bahsediliyor.",fake
"AYM'nin, HDP'nin hazine yardımı hesabına tedbiren bloke konulması kararı yayımlandı
Anayasa Mahkemesinin, HDP'nin kapatılması istemiyle açılan davada, Yargıtay Cumhuriyet Başsavcılığının partinin Hazine yardımı bulunan hesaplarına bloke konulması talebini ""tedbiren"" kabul etmesine ilişkin kararı internet sitesinde yayımlandı.",real
"Kesik el fotoğrafının bıçaklı saldırıya uğrayan doktor Ertan İskender'e ait oldu
Fotoğraftaki kesik el, hastasının saldırısına uğrayan doktor Ertan İskender’e ait değil.",fake
"Okullarda üretilen 1,6 milyon ekmek deprem bölgesine gönderildi
Milli Eğitim Bakanlığı, depremzedeler için okulların fırınlarında ekmek üretiyor. Ekmekler depremden etkilenen 10 ile gönderiliyor. Günlük 1 milyon 600 bin ekmek üretiliyor.",real
"STM'den Pakistan'a denizaltı modernizasyonu
Fransız yapımı denizaltılar, Türkiye tarafından Pakistan için modernize ediliyor. STM, denizaltıları milli sistemlerle donatıyor. TRT Haber'e konuşan STM Genel Müdürü Özgür Güleryüz, Pakistan'la yapılan anlaşma kapsamında 3 denizaltıdan 2'ncisinin de teslim edildiğini açıkladı.",real
"Uçakların salgınla savaşan İtalyanlara moral için gösteri yaptı
Videonun, salgına karşı karantina altında bulunan İtalya’da hava kuvvetlerinin, Pavarotti’nin sesi eşliğinde gösteri yaptığını gösterdiği iddia edildi. ",fake
"TBMM Başkanı Şentop: Uluslararası hukuku ayaklar altına alan İsrail’in alçak saldırılarını kınıyorum
TBMM Başkanı Mustafa Şentop, İsrail güvenlik güçlerinin Cenin Mülteci Kampı'na düzenlediği baskına ilişkin ""Saldırıyla dokuz masumu katlederek, uluslararası hukuku ayaklar altına alan İsrail’in alçak saldırılarını en sert şekilde kınıyorum. Tüm dünya işlenen insanlık suçu karşısında sessiz kalsa da Türkiye, Filistinli kardeşlerinin yanında"" dedi.",real
"Videonun Adalarda kaybolan atların itlaf edilme anını gösterdi
Atların itlaf edildiğini gösteren video, 2019 yılında Büyükada’da ruam hastalığına yakalanan atları gösteriyor.",fake
"Bayraklı'daki Kızılay Kan Merkezi’nin depremde yıkıldı
30 Ekim 2020 İzmir Depremi’nden sonra Bayraklı’daki Kızılay Kan Merkezi’nin yıkıldığı iddia edildi. Ancak yıkılan bina aynı sokakta yer alan bir sivil yerleşim.
",fake
"Fotoğrafın Sağlık Bakanlığı’na ait güncel aşı arabasını gösterdi
Covid-19 aşılarının dağıtımında kullanılacak olan süslü nakil araçlarını gösterdiği iddia edilen fotoğraf, pandemiden öncesine ait. ",fake
"Yılın ilk Kabine toplantısı sona erdi
Cumhurbaşkanı Recep Tayyip Erdoğan başkanlığındaki Cumhurbaşkanlığı Kabine toplantısı sona erdi.",real
"Haber siteleri Basın İlan Kurumu'na ait ilan ve reklam yayımlayabilecek
Basın İlan Kurumu İlan ve Reklam Yönetmeliği'nde yapılan değişiklik Resmi Gazete'de yayımlandı. Böylece internet haber siteleri, 1 Nisan tarihinden itibaren Basın İlan Kurumu'na ait resmi ilan ve reklamları yayımlayabilecek.",real
"Kılıçdaroğlu’nun sene başından bu yana ‘FETÖ’ kelimesini kullanmadı
CHP Genel Başkanı Kemal Kılıçdaroğlu, 2022'deki birçok açıklamasında ""FETÖ"" kelimesini kullanmış.",fake
"Videonun 18 Aralık 2022 Dünya Kupası finalini gösterdi
Video Brezilya-Sırbistan ve Fransa-Avustralya maçlarındaki görüntülerin birleştirilmesiyle oluşturulmuş.",fake
" CDC’nin aşı yaptıranların maske takmasına gerek olmadığını söyledi
CDC yetkilisi Rochelle Walensky, aşılanma dünyanın çoğunda düşük kaldığından, maske kullanımına yerel şartlara göre karar verilmesi gerektiğini söylüyor.
",fake
"Fuat Oktay: 10 ilimizde 257 noktada çadırkent kurulumu tamamlandı
Cumhurbaşkanı Yardımcısı Fuat Oktay, ""10 ilimizde 257 noktada çadırkent kurulumu tamamlanmıştır. Buralara afetzede vatandaşlarımızı almış durumdayız"" dedi.",real
"PTT'nin kimlik kartıyla başvuranlara bin 500 TL pandemi yardımı dağıttı
PTT pandemi gerekçesiyle başvuran herkese bin 500 TL dağıtmıyor. PTT’nin sağladığı hizmet nakdi yardım değil, kredi. ",fake
"Yüzer hastane TCG Bayraktar, depremzedelere ""nefes"" oldu
TSK tarafından Hatay Dörtyol'daki MMK Metalurji Limanı'nda konuşlandırılan 560 yatak kapasiteli gemide görevli sağlık çalışanları hem depremde yaralananlara hem de hastalara hizmet veriyor.",real
"Dış politikada yılın ikinci yarısında Tahıl Koridoru Anlaşması öne çıktı
Türk dış politikasında, 2022'nin ikinci altı ayında Tahıl Koridoru Anlaşması, İsveç ve Finlandiya'nın NATO üyeliği başvuru sürecine dair görüşmeler öne çıkan başlıklar arasındaydı.",real
"“Adın Kavuşmak Olsun” şiirinin Sabahattin Ali’ye ait oldu
Uzun zamandır Sabahattin Ali'ye ait olduğu iddia edilerek paylaşılan ""Adın Kavuşmak Olsun"" isimli şiir şair Sebahattin Abi'ye ait.",fake
"Bilecik'te altın madeni açılıyor: İlk külçe altını Cumhurbaşkanı Erdoğan dökecek
Bilecik'te keşfedilen 109 ton altının ekonomiye kazandırılması için geri sayım başladı. Söğüt ilçesindeki altın madeni bugün açılacak. İlk külçe altını Cumhurbaşkanı Recep Tayyip Erdoğan'ın dökmesi bekleniyor.",real
"Ankara-Sivas hızlı tren hattında geri sayım
Ulaştırma ve Altyapı Bakanı Adil Karaismailoğlu, ""Önümüzdeki aylarda Ankara-Sivas hattını hizmete açacağız. Kapıkule-Halkalı arasında da hızlı tren çalışmalarımız devam ediyor. Şu anda arazide 4 bin 500 kilometre hızlı tren yatırımımız devam ediyor"" dedi.",real
"Bazı İsrail vatandaşlarının protesto için topluca Arapça dersi almaya başladı
Netanyahu hükümetinin Arapça'yı resmi dil statüsünden çıkarması üzerine İsrailli Yahudiler protesto için topluca Arapça dersi almaya başladı.",real
"Cumhurbaşkanı Erdoğan: Miçotakis eğer bir yanlış yapmaya kalkarsan Çılgın Türkler yürür
Cumhurbaşkanı Recep Tayyip Erdoğan, Esenyurt Meydanı'nda düzenlenen Esenyurt Eğitim Kampüsü Temel Atma Töreni'nde konuştu. Erdoğan, ''Bak Miçotakis, yine sağda solda konuşuyorsun. Şunu iyi bil, eğer bir yanlış yapmaya kalkarsan, çılgın Türkler yürür bunu bilesin'' dedi.",real
"Maaş zamları yasalaştı
Memur ve emekli maaşlarına yapılacak yüzde 30 zamma ilişkin düzenleme yasalaştı. İşverenlere asgari ücret desteği 400 liraya çıkartıldı. En düşük emekli maaşı da 5 bin 500 lira oldu.",real
"""edizhunresmi"" adlı Twitter hesabının Ediz Hun’a ait oldu
@edizhunresmi isimli Twitter hesabı Ediz Hun’a ait değil. Oyuncunun bir Twitter hesabı yok. Hesap sonradan açıklamasına parodi olduğu bilgisini ekledi.",fake
"KYK yurtlarında kalmaya ‘cumhurbaşkanına hakaret suçundan hüküm giymeme’ şartı kondu
9 Nisan 2021 tarihinde yayınlanan yönetmelikle KYK yurtlarında barınma şartlarına cumhurbaşkanına hakaretten hüküm giymemiş olma da eklendi.",real
"Fotoğrafın Sümela Manastırı’ndaki tahribatı gösterdi
Sümela Manastırındaki tahribatı gösterdiği iddia edilen görsel doğru. Ancak tahribatın zamanı hakkında genel bir yargıya varmak güç. Aslında tahribat, yapı inşa edildiğinden bu yana sürüyor. ",real
"Uzaya gidecek adayları Cumhurbaşkanı Erdoğan açıklayacak
Sanayi ve Teknoloji Bakanı Mustafa Varank, uzaya gidecek adayların belli olduğunu, yakın zamanda Cumhurbaşkanı Recep Tayyip Erdoğan'ın açıklayacağını söyledi.",real
"TKDK'ye 34 sözleşmeli personel alınacak
Tarım ve Orman Bakanlığı Tarım ve Kırsal Kalkınmayı Destekleme Kurumunca (TKDK) 34 personel istihdam edilecek.",real
"Bakan Soylu: Tek güvenlik sorunu yağmacılık değil yalancılıktır
İçişleri Bakanı Süleyman Soylu, Kahramanmaraş merkezli depreme ilişkin açıklamalarda bulundu. Bakan Soylu, ''Kahramanmaraş merkezli deprem afetini yönettiğimiz şu süreçte yaşadığımız tek güvenlik sorunu yağmacılık değil, yalancılıktır'' dedi.",real
"Fotoğrafın Türkiye’deki güncel yangınlardan olduğu 
Bir şişeden su içen sincap videosunun Türkiye'nin güncel orman yangınlarıyla ilişkili olduğu iddia edilse de, video eski tarihli. ",fake
"Resmi ilan fiyat tarifesi belli oldu
Resmi ilan fiyat tarifesine ilişkin Cumhurbaşkanı kararı Resmi Gazete'de yayımlandı.",real
"Amerika’da bir orangutanın yeni koronavirüs tehlikesi yüzünden ellerini yıkamaya başladı
Sandra isimli bir orangutanın, Covid-19 tehlikesi yüzünden sürekli ellerini yıkayan bakıcılarını görünce ellerini yıkamaya başladığı iddia edildi.",fake
"Uçağın kanadında seyahat eden birini gösteren videonun Afganistan’dan oldu
Uçak kanadı üzerinde seyahat eden bir Afganistan vatandaşını gösterdiği öne sürülen video, Vietnamlı Mai Xuan Huy tarafından dijital montaj tekniğiyle hazırlanmış. ",fake
"2022'de emekli olanlara yaklaşık 93 bin lira ikramiye farkı ödenecek
2022'de emekli olan kamu görevlilerine 3600 ek gösterge düzenlemesinden gelen yaklaşık 93 bin lira ikramiye farkı ödenecek.",real
"Bakan Koca'dan sahte ilaç iddialarına yanıt: Ülkemize bir kutu girmedi
Sağlık Bakanı Fahrettin Koca, sahte kanser ilacı iddialarıyla ilgili, ""İddialar rant odakları tarafından çıkarılıyor. Hiçbir şekilde hastalarımızda kullanılması söz konusu değil. Ülkemize Bangladeş'ten bugüne kadar iddiaya konu olan ilacın bir kutu dahi girişi olmamıştır"" şeklinde konuştu.",real
"Yasa dışı yollarla sınırı geçmeye çalışan 3 terörist yakalandı
Milli Savunma Bakanlığı (MSB), yasa dışı yollarla Suriye'den Türkiye'ye geçmeye çalışan 3 teröristin yakalandığını açıkladı.",real
"Türkiye-Azerbaycan-Türkmenistan Zirvesi'nin ortak bildirisi yayımlandı
Türkiye, Türkmenistan ve Azerbaycan Devlet Başkanları Birinci Zirvesi'ne ilişkin ortak bildiride, enerji alanında işbirliğinin geliştirilmesi ve doğal gaz tedarikinin özel önemine vurgu yapıldı.",real
"MİT bünyesinde 'Milli İstihbarat Akademisi' kurulacak
YÖK kanun teklifi TBMM'ye sunuldu. Teklife göre MİT bünyesinde Milli İstihbarat Akademisi kurulacak. Üniversitelerde 50/d statüsü ile çalışanlar 33/a statüsü kapsamında kadroya geçirilebilecek.",real
"Cumhurbaşkanı Erdoğan Erzurum'da toplu açılış törenine katılacak
Cumhurbaşkanı Recep Tayyip Erdoğan, hafta sonu da yoğun programına devam ediyor. Erdoğan, bugün İstanbul'dan Erzurum'a geçerek toplu açılış törenine katılacak.",real
"Bakan Yanık: Öğrencilere ulaşım desteğimiz başladı
Aile ve Sosyal Hizmetler Bakanı Yanık, sosyal yardım faydalanıcısı hanelerde bulunan ilköğrenim, ortaöğrenim ve yükseköğrenim öğrencilerinin ulaşım giderlerinin karşılanmasına yönelik destek programının başladığını duyurdu.",real
"Suriyeliler, Türkiye halkının dinden kopuk yaşadığını söyleyerek yürüyüş düzenledi
Suriyeli bir grubun “Türkiye Cumhuriyeti halkının dinden kopuk yaşadığı iddiasıyla Gaziantep Valiliği’ne yürüdüğü” iddia edildi.",fake
"Semra Güzel’in milletvekilliğinin düşürülmesi kararı Resmi Gazete’de
Teröristle fotoğrafları ortaya çıktıktan sonra yurt dışına kaçarken yakalanarak tutuklanan HDP'li Semra Güzel'in milletvekilliği düşürüldü. Meclis Genel Kurulu'nda yapılan oylamada 330 milletvekili kabul oyu verdi. Semra Güzel'in Türkiye Büyük Millet Meclisi üyeliğinin düşürülmesine dair karar da Resmi Gazete'de yayımlandı.",real
"Dr. Sucharit Bhakdi'nin koronavirüs iddiaları
Dr. Sucharit Bhakdi’nin 70 yaş üzerinde hastalar arasında ölüm oranı düşük olduğundan aşının fark yaratmayacağı iddiası, bulaşmayı hesaba katmıyor. Aşı etkinliğini ölçmek için temel ölçüt, hastalığa yakalanmanın engellenmesi.",fake
"Bakan Kirişci: Deprem bölgesindeki 7 DSİ tesisi takip edilecek
Tarım ve Orman Bakanı Kirişci, deprem bölgesindeki barajlara ilişkin ""Tehlike arz edebileceğini düşündüğümüz toplam 79 tesis incelendi. Geri kalanını da aynı şekilde inceleyeceğiz ama bu 79 tesisin 72'sinde hiçbir problem yok, 7 tesisi ise biraz daha takip etmemiz gerektiği konusunda teşkilat olarak bir düşünce geliştirmiş bulunuyoruz"" dedi.",real
"Fotoğrafın Mısır Kraliçesi Hatshepsut’un 3 bin 500 yıllık mumyasını gösterdi
Fotoğraftaki mütebessim mumya kraliçe Hatshepsut’a değil, süt annesine ait. 2007 tarihli bir araştırma Hatshepsut’un kendi mumyasını da konu ediyor ve o fotoğraftaki değil. ",fake
"Gemlik ve Yalova'da ulaşım standardı yükseliyor
Ulaştırma ve Altyapı Bakanlığı, açılışı yarın yapılacak Yalova Otogar Kavşağı Köprüsü ve bağlantı yolları ile Gemlik-Yenimahalle Farklı Seviyeli Kavşağı ve bağlantı yollarının bölgedeki ulaşım standardını yükselteceğini söyledi.",real
"İsveç'in Ankara Büyükelçisi Dışişleri'ne çağrıldı
Dışişleri Bakanlığı'na çağrılan İsveç'in Ankara Büyükelçisi'ne, terör örgütü yandaşlarının Cumhurbaşkanı Erdoğan'ı hedef alan propagandasıyla ilgili Türkiye'nin tepkisi iletildi.",real
"Güncel onam formunun Covid-19 aşısının faz çalışmalarının bitmediğini gösterdi
Güncel Covid-19 aşısı onam formunda üçüncü faz çalışmalarının bitmediği yazmıyor. İddialardaki form, eski tarihli.",fake
"Yeni koronavirüsle ilgili tespitler içeren metnin doktor Mehmet Öz’e ait oldu
Sosyal medyada ve WhatsApp’ta yayılan bir metinde yer alan yeni koronavirüs (Covid-19) tespit ve tavsiyelerinin, Dr. Mehmet Öz’e ait olduğu iddia edildi.",fake
"MEB'den bir okul müdürünün sosyal medya paylaşımına soruşturma
Milli Eğitim Bakanlığı (MEB), bir kız çocuğunun evlendirilerek cinsel istismara maruz bırakıldığı haberleri üzerine İstanbul'da bir okul müdürünün sosyal medyadaki paylaşımları hakkında inceleme ve soruşturma başlattı.",real
"Cumhurbaşkanı Erdoğan’ın yanında flütle İzmir Marşı çalındı
Sosyal medyada paylaşılan bir videoda, Cumhurbaşkanı Recep Tayyip Erdoğan’ın yanındaki bir kızın flütle İzmir Marşı çaldığı iddia edildi.",fake
"Uluslararası kariyer fuarları başlıyor
Gençler ile dünyanın dört bir yanından şirketlerin temsilcilerini buluşturacak olan uluslararası kariyer fuarları başlıyor. Tematik fuarların ilki 17-18 Şubat'ta İzmir'de olacak. Ardından İstanbul ve Adana uluslararası kariyer fuarına ev sahipliği yapacak.",real
"Suriye'de organ mafyasının çocukları kaçırdığını gösteren video
Sosyal medyada, Suriyeli çocukların organ mafyasının eline düştüğünü ve çocukların organlarının çalındığını gösterdiği iddia edilen bir video yayıldı.",fake
"AFAD: 29 bin 605 kişi hayatını kaybetti
AFAD, Kahramanmaraş merkezli depremlerde saat 15.55 itibarıyla 29 bin 605 kişinin hayatını kaybettiğini açıkladı.",real
"Melih Bulu’nun doktora tezinde intihal yaptı
Prof. Dr. Bulu’nun doktora tezinde, özellikle literatür taraması kısmında yer alan ve tezin önemli bölümünü kapsayan alıntılara, olması gerektiği gibi atıfta bulunulmamış. ",real
"İçişleri Bakanlığı'nın henüz yayınladığı iddia edilen Covid-19 tedbirleri genelgesi
Bakanlık, belgenin sahte olduğunu açıkladı ve belge resmi bir başka evrak üzerinde oynama yapılarak oluşturulmuş.",fake
"Fotoğrafın 10 TL'ye ibadet edilebilen Adıyaman'daki seyyar Kabe'yi gösterdi
Sosyal medyada paylaşılan ve teyit.org’a ihbar olarak gönderilen bir fotoğrafın, Adıyaman’daki seyyar Kabe’yi gösterdiği iddia edildi.",fake
"'Molozlardan Özgürlük Heykeli'nin ardındaki gerçek
Suriye'de bir sanatçının savaş sonrası, molozlardan bir Özgürlük Heykeli yaptığı iddia ediliyor. Ancak heykel gerçek değil, bilgisayarda yapılmış.",fake
"AK Parti Evet yazıp 3406'ya SMS atanlara referandumdan sonra 25 TL verecek
WhatsApp gruplarında dolaşıma giren bir görselde AK Parti'den gelen bir mesajla ""Evet"" oyu kullanmak için SMS atılması gerektiği belirtildiği iddia edildi.",fake
"CHP’li belediyenin seçimden sonra Kartal'a haç dikti
Sosyal medyada paylaşılan fotoğrafın, Kartal Belediyesinin Kartallı Kazım Meydanı’na 31 Mart yerel seçimlerinden sonra diktiği haçı gösterdiği iddia edildi.",fake
"Yıldırım'ın konuşması sırasında Erdoğan’ın taburede oturduğunu gösteren fotoğrafın 23 Haziran'dan oldu
Binali Yıldırım’ın konuştuğu sırada Cumhurbaşkanı Erdoğan’ı taburede otururken gösteren fotoğraf, AK Parti’nin 29 Aralık 2018’de gerçekleştirdiği aday tanıtım toplantısından. ",fake
"Deprem bölgesinde mobil baz istasyonları hizmet veriyor
Kahramanmaraş merkezli depremlerin ardından bölgeye kurulan mobil baz istasyonu sayısı 400'ü aştı.",real
"Bir su bardağı elma çekirdeğinin kişiyi öldürebilecek
Elmanın çekirdeğinde doğal olarak bulunan amigdalin, sindirim sistemi enzimleriyle etkileşime geçtiğinde siyanür salımına neden oluyor. Ancak siyanür zehirlenmesi yaşamanız için birden fazla koşulun bir araya gelmesi gerek. ",real
"Kadıköy’de saldırıya uğrayan üç gencin yaşlı bir kadını kurtarmaya çalıştı
Kadıköy’deki Boğaziçi protestoları sırasında “yaşlı bir babaanneyi” kurtarmak için darp edildiklerini öne süren üç gencin ifadeleri çelişkili. Görüntüler de gençlerin ifadelerini desteklemiyor.",fake
"Cumhurbaşkanlığına ait 2 uçak başkentle deprem bölgesi arasında mekik dokudu
Cumhurbaşkanı Recep Tayyip Erdoğan'ın talimatıyla deprem bölgesinde görev yapan arama-kurtarma ve sağlık ekiplerine tahsis edilen Cumhurbaşkanlığına ait uçaklar, başkent ile deprem bölgesi arasında sürekli sefer yaparak sağlık malzemesi, personel ve yaralı taşıyor.",real
"Meclis TV 27 yıl önce yayın hayatına başladı
Türkiye Büyük Millet Meclisi'nin çalışmalarının halka canlı ulaştırılması için kuruldu. 10 Ocak 1995'te başladığı yayınlarını, TRT'nin desteğiyle gerçekleştirdi. O tarihten bu yana Ankara'nın nabzı, Meclis TV ile takip ediliyor.",real
"Fotoğrafın yüzme eğitmenliği yapan Tesla’yı gösterdi
Sosyal medyada yer alan paylaşımlarda deniz kıyısında fotoğrafı çekilen yüzme eğitmeninin, bilim insanı Nikola Tesla olduğu iddia edildi.",fake
"Fotoğrafın yerli ve milli RT-1453 adlı uçağı gösterdi
Fotoğraftaki Türkiye’nin geliştirdiği bir savaş uçağı değil, Rusya Hava Kuvvetleri’ne ait SU-57.",fake
"Fotoğrafın Erdoğan'ın İstiklal Marşı okunurken ayağa kalkmadığını gösterdi
Sosyal medyada paylaşılan fotoğrafın İstiklal Marşı okunurken ayağa kalkmayan Recep Tayyip Erdoğan’ı gösterdiği iddia edildi.",fake
"Kaş sahilinde baygın bulunan Yunanistan vatandaşının yüzerek Meis’e döndü
Kaş sahilinde yaralı ve baygın bulunan Yunanistan vatandaşının ülkesine yüzerek döndüğü haberi mizah amaçlı üretilmiş.",fake
"Venezuela Devlet Başkanı Maduro: Erdoğan'ı çok seviyoruz
Venezuela Devlet Başkanı Nicolas Maduro, ""Cumhurbaşkanı Erdoğan'ı ülkemizin büyük bir kardeşi olarak görüyoruz. Türk halkı bilmeli ki Erdoğan'ı çok seviyoruz çünkü o iyiliksever ve koca yüreklidir."" dedi.",real
"Hablemitoğlu suikastı faillerinden Mustafa Levent Göktaş tutuklandı
Bulgaristan'dan Türkiye'ye iade edilen Hablemitoğlu suikastı faillerinden Levent Göktaş, hakkındaki yakalama kararı yüzüne okunarak tutuklandı.",real
"Asparagas olan 'Sakallı Bebek' haberini Rahmi Turan'ın yaptı
Tan Gazetesi’nde 1987 yılında yayınlanan ve asparagas olduğu ortaya çıkan “sakallı bebek” haberini Gazeteci Rahmi Turan’ın yaptığı iddia edildi.",fake
"AK Parti Grup Başkanvekili Elitaş: EYT'de endişe olmasın, yetiştireceğiz
AK Parti Grup Başkanvekili Elitaş, ""EYT bize geldikten sonra Meclis'te 10 günlük bir çalışma süresi gerekir. Kimse endişe etmesin, yetiştireceğiz. Bakanlık henüz çalışmayı göndermedi"" açıklamasını yaptı.",real
"Depremle ilgili provokatif paylaşım yapan 90 hesap yöneticisi tespit edildi
Deprem sonrasında sosyal medya platformlarında provokatif paylaşımlarda bulunan 90 hesap yöneticisi tespit edildi. 4 şahıs gözaltına alındı.",real
"Churchill heykelinin kaplaması üzerine 'açmayın içinde ırkçı var' yazıldığını gösteren fotoğraf montaj
Fotoğraf Londra’da koruma altına alınan Winston Churchill heykelinin kaplaması üzerine “Açmayın, içinde ırkçı var” yazıldığını göstermiyor",fake
"Salvador Dali için İstanbul’da lokma döküldü
Bazı internet siteleri tarafından yapılan haberlerde, İspanyol sanatçı Salvador Dali için İstanbul’da “lokma” döküleceği iddia edildi.",real
"Çörekotu, zerdeçal ve zencefil gibi gıdaların Covid-19’un ilacı oldu
Covid-19’un şu an için kesin bir tedavi yöntemi yok. Covid-19’un çaresi olarak sunulan bitkisel tarifleri gelişigüzel uygulamak sağlığınıza zarar verebilir.",fake
"Edirne’de bir gencin kandırdığı Suriyelileri Bulgaristan sınırında bırakıp kaçtı
Fotoğraf 29 Şubat 2020’de Türkiye Yunanistan sınırındaki tampon bölgede çekilmiş. Daily Trakya’dan yayılan iddia paylaşımı da tamamen uydurulmuş.",fake
"İtalya’da koronavirüse karşı Kuran okundu
Sosyal medyada paylaşılan bir iddiaya göre İtalya’da Capri Belediye Başkanı yeni koronavirüsten (Covid-19) kurtulmak için Kur’an-ı Kerim okuttu.",real
"Türkiye'de yaşayan Suriyelilerle ilgili internette yayılan yanlış bilgiler
Ülkelerindeki savaştan dolayı Türkiye'ye sığınmak zorunda kalan Suriyelilerle ilgili sosyal medyada dolaşan yanlış bilgileri derledik.",fake
"ASELSAN’ın Katar’a satıldı
ASELSAN Qatar markasının tescil edildiği iddiası doğru ama marka ASELSAN’ın Katar’daki faaliyetlerini koordine etmek amacıyla kuruldu.",fake
"Brentano'nun kayıp kitabı Les Croisades’in Türkiye’de bulundu
Brentano'nun 1934'te yazdığı Les Croisades adlı kitabın gizli ve kayıp olduğu iddia edildi ancak hem PDF hem de basılı hallerine internetten ulaşmak mümkün.",fake
"Fotoğrafın, Gülen ve Kılıçdaroğlu'nun 1994'te bir araya geldiğini gösterdi
Sosyal medyada paylaşılan fotoğraflarla Kemal Kılıçdaroğlu ve Fethullah Gülen'in 1994 yılında bir konferansta bir araya geldiği iddia edildi.",fake
"Hindistan’da Müslüman bir kadının çocuğuyla birlikte diri diri toprağa gömüldü
Sosyal medyada paylaşılan bir iletide, Hindistan’da Müslüman bir kadının çocuğuyla birlikte diri diri toprağa gömüldüğü iddia edildi.",fake
"Cumhurbaşkanı Erdoğan, liderlerle aile fotoğrafı çektirdi
Cumhurbaşkanı Recep Tayyip Erdoğan, Türkiye-Azerbaycan-Türkmenistan Devlet Başkanları Birinci Zirvesi'ndeki aile fotoğrafı çekimine katıldı.",real
"EYT çalışmasının ay sonuna doğru Meclis'e gelmesi bekleniyor
AYBÜ Öğretim Üyesi Tarkan Zengin, EYT ile ilgili merak edilenleri TRT Haber'de yanıtladı. Zengin, çalışmanın bu ayın sonuna doğru Meclis'e gelebileceğini söyledi.",real
"Rami Kütüphanesi Cumhurbaşkanı Erdoğan'ın katılımıyla cuma günü açılıyor
Rami Kışlası, aslına uygun restorasyon, renovasyon ve yeniden inşa çalışmalarının ardından Rami Kütüphanesi olarak yeniden hayat buluyor. 250 yılı aşkın tarihiyle İstanbul'un en büyük kütüphanesi olacak kışlanın, Cumhurbaşkanı Recep Tayyip Erdoğan'ın katılımıyla cuma günü açılması planlanıyor.",real
"İsviçre'de Kürtçe'nin resmi dil olarak kabul edildi
İsviçre Kürtçe’yi resmi dil yapmadı. İsviçre’nin Bern şehrinde resmi bilgilendirmelerin Kürtçe de yapılması kararı alındı.",fake
"Bakan Soylu: Kadına şiddet sıfır olana kadar mücadeleye devam
İçişleri Bakanı Süleyman Soylu, ""Kadına şiddet sıfır olana kadar mücadeleye devam."" ifadesini kullandı.",real
"15 Temmuz darbe girişimi sırasında internette yayılan dokuz yanlış iddia
15 Temmuz darbe girişiminin ardından sosyal medya ve yaygın medyada kullanılan yanlış görseller, videolar, şüpheli iddialar.",fake
"AFAD: 42 bin 310 kişi hayatını kaybetti
AFAD, Kahramanmaraş merkezli depremlerde 42 bin 310 kişinin hayatını kaybettiğini açıkladı.",real
"AstraZeneca’nın Covid-19 aşısına 14 haftalık erkek fetüs DNA’sı eklendi
Oxford/AstraZeneca aşısında 14 haftalık erkek fetüs akciğer hücresi bulunmuyor. Aşının geliştirilme aşamasında kullanılan HEK-293 fetüs hücreleri akciğerden alınmıyor ve nihai üründe de yer almıyorlar.",fake
"Emine Erdoğan doğasever gençleri tebrik etti
Emine Erdoğan, Sıfır Atık Projesi kapsamında Ankara'da topladıkları atıkları dönüşüme kazandıran gençleri tebrik etti.",real
"Orta gelirliye konut projesinde başvurular bugün başlıyor
Orta gelirlilere yönelik konut kampanyasında başvurular bugün başlıyor. Herhangi bir başvuru ücreti alınmayacak, kura süreci olmayacak. Azami 15 yıl vade ile 0,69'dan başlayan faiz oranıyla kredi kullandırılacak. İlk etapta 100 bin ailenin ev sahibi olması planlanıyor.",real
"CANiK, TSK ve kolluk kuvvetlerine 750 adet milli uçaksavar teslim etti
Savunma Sanayii Başkanlığı ile imzalanan platform makineli tüfeği projesi kapsamında geliştirilen yerli ve milli uçaksavar CANiK M2 QCB, Türk Silahlı Kuvvetleri, Jandarma Genel Komutanlığı, Emniyet Genel Müdürlüğü ve Sahil Güvenlik Komutanlığı hizmetine girdi.",real
"Duvar resimlerinin Mecidiyeköy'deki bir köprü altından oldu
Sosyal medyada paylaşılan bir fotoğrafın, İstanbul Mecidiyeköy’deki bir köprü altında bulunan duvar resimlerini (grafiti) gösterdiği iddia edildi.",fake
"Lady Gaga'nın Yeni Zelanda'da hayatını kaybedenler için sure okudu
Sosyal medyada paylaşılan videoda, Amerikalı şarkıcı Lady Gaga’nın katıldığı bir radyo programında, Yeni Zelanda’da iki camiye gerçekleştirilen terör saldırısında hayatını kaybedenler için sure okuduğu iddia edildi.",fake
"Bir cenaze şirketinin 'aşı olmayın' kampanyası düzenledi
“Aşı olmayın” diye reklam kampanyası düzenleyen bir cenaze şirketi yok. Kampanya sağlık kuruluşu tarafından aşılanmaya teşvik için tasarlanmış.",fake
"Hayatını kaybeden genç kıza cenaze aracı şoförünün tecavüz etti
Aleyna G. isimli genç kızın trafik kazasında hayatını kaybettiği, naaşı taşınırken cenaze aracının şoförünün kıza tecavüz ettiği iddia edildi.",fake
"Fotoğrafın Mustafa Bozbey'i kumarhanede gösterdi
Sosyal medyada paylaşılan bir fotoğrafın, CHP’nin adayı Mustafa Bozbey’in kumarhanede çekilmiş görüntüsü olduğu iddia edildi.",fake
"Anayasa Mahkemesinde başkanlık seçimi süreci yarın başlıyor
Anayasa Mahkemesi Başkanı Zühtü Arslan'ın görev süresinin 13 Şubat 2023'te dolması nedeniyle Yüksek Mahkemedeki başkanlık seçimi süreci yarın başlıyor.",real
